id,date,title,content,created_at,provider,footnotes
91,23/10/2025,MELAVEH MALKAH - SEUDAH SHELISHIS,"Seudah Shelishis If one’s seudah shelishis extended well into the night, he may have in mind while eating that the meal also serves as melaveh malkah . In this way, one does not need to have bread later on. 380 Note that some Poskim hold that this is not ideal, and one should have a separate melaveh malkah later. 381 When to Make Melaveh Malkah One should ideally make melaveh malkah as soon as possible, so that it still resembles a meal that is for the honor of Shabbos that has just ended. Preferably, one should not involve himself in other fixed jobs or business activities before melaveh malkah . If that is not possible, he should certainly eat it before midnight, because the kedushah (holiness) of Shabbos remains until midnight. 382 If one goes to a restaurant after Shabbos, he should have in mind that his meal is also a fulfillment of the mitzvah of melaveh malkah .",27/07/2025 10:57,Rabbi Daniele Braude,"377. Shulchan Aruch ,  Orach Chaim  300.
378. Heard from Rav Yitzchak Berkovits.
379. Mishnah Berurah  300:1.
380. Eliyah Rabbah  300:1;  Matteh Efraim  602:47.
381. Kaf HaChaim  300:11.
382. Mishnah Berurah  300:2."
92,24/10/2025,"MELAVEH MALKAH, CONTINUED GENERAL PRINCIPLES  OF HILCHOS SHABBOS - FOOD","Food for Eternity There is a muscle in the human body called the niskoy which only derives nourishment from food that is eaten on Motzaei Shabbos. This muscle never fully disintegrates and is the only physical part of the body that will exist until the time of techiyas hameisim (the resurrection of the dead). It follows that melaveh malkah is a crucial mitzvah. 383 Women There is a discussion among the Poskim whether women are obligated in melaveh malkah . Women should certainly try to perform this mitzvah , like all mitzvos related to Shabbos. 384 There is also an additional benefit for them: the No’am Elimelech teaches that it is a segulah (omen) for an easy childbirth. When the Vilna Gaon heard that his righteous wife had obligated herself to fast immediately after Shabbos (presumably as part of her desire for purity and repentance), he told her that eating melaveh malkah is better than fasting the entire week! ANOTHER BENEFIT In addition, Chazal also tell us that eating hot bread or drinking hot beverage at melaveh malkah benefits our health. Other Ways to Honor Shabbos as She Leaves Some also have the custom to “accompany” Shabbos on her way by having lit candles and singing the praises of Hashem and Shabbos following Havdalah. 385 Priorities Melaveh malkah is a mitzvah — a positive commandment. However, it is not classified as a chiyuv — an absolute obligation. Therefore, if one only has enough food for one meal, it is better to eat seudah shelishis , which is an absolute chiyuv . 386",27/07/2025 10:57,Rabbi Daniele Braude,"383. Mishnah Berurah  300:2.
384. Kaf HaChaim  300:2.
385. Mishnah Berurah  300:3.
386. Ibid."
93,25/10/2025,GENERAL PRINCIPLES OF  HILCHOS SHABBOS:  TORAH AND RABBINIC PROHIBITIONS,"Before learning the detailed practical laws of Shabbos, we will mention some of the basic principles that govern them. Two Mitzvos The Torah says, “And on the seventh day, you must rest.” 387 It continues, “You shall not do melachah .” Thus, there are two mitzvos to keep regarding Shabbos: • To rest • Not to do melachah Like almost all prohibitions, women are also commanded to guard Shabbos. 388 What is Melachah? We will use the term “ melachah ” often. Although the literal translation of the word is “work,” it is clear that the Torah refers to more when it uses the word. 389 To emphasize this point: moving boxes from room to room all day is per- mitted from a Torah viewpoint and is not considered melachah___ (depending on certain factors, it may be a Rabbinic prohibition). And yet, to carry a needle from one’s house to the public domain is considered a melachah , and in the time of the Sanhedrin would carry the death penalty if the sinner had been sufficiently warned and there were valid witnesses to the act. If so, what is the Torah definition of melachah ? The term “ melachah ” refers to any creative activity that was required for the Mishkan (the portable Sanctuary used by Klal Yisrael to serve Hashem during their forty-year sojourn in the desert). There is a debate___ whether the activities relate to the actual building of the Mishkan___ or also to the processes required to bring the sacrifices in it. 393 Either way, these laws were taught to Moshe Rabbeinu on Har Sinai, and passed down all the way until today. Torah Prohibitions: Av and Toldah Every activity that was done in the same way and with the same intention as that done in the Mishkan is known as an av (literally, father), or main melachah . Any activity that is similar to a melachah , but is done differently, is known as a toldah — an offspring of the melachah . Both are Torah prohibitions. Here is an example of an av and toldah : • The actual melachah of zore’a (planting) is to place a seed in the ground. This was done in order to grow the plants that were used to make dyes that would be used in the Mishkan. • A toldah of zore’a is to pour water onto a plant, or to remove weeds from a field. Even though irrigating and weeding are not the same as planting seeds, the result is the same: causing plants to grow. 394 Two Levels of Prohibitions: Torah and Rabbinic Until now, we have discussed two types of Torah prohibitions which fall into either the category of av or that of toldah . However, there is another level of prohibition: a Rabbinic prohibition. This means that it does not meet all of the criteria of a Torah prohibition, but Chazal forbade it. Most Rabbinic prohibitions were enacted in order to protect one from transgressing the Torah prohibition. In certain instances, Rabbinic prohibitions allow for leniency. Even so, they are regarded with the same severity as Torah prohibitions when it comes to avoiding them. 395 We will discuss the criteria that are required for a Torah prohibition to be transgressed, and how, if they are not met, a forbidden action will become a Rabbinic prohibition.",27/07/2025 10:57,Rabbi Daniele Braude,"387. Shemos  23:12.
388. Based on  Bamidbar  5:5
389. Shemiras Shabbos Kehilchasah , introduction, 1:5.
390. Shulchan Aruch  333:1—2.
391. See  Eglei Tal , introduction, 1:1.
392. Rashi ,  Shabbos  73a, ” HaOfeh .”
393. Rav   Hai Gaon, cited in introduction to  Maaseh Rokach .
394. Moed Kattan  2b;  Shabbos  73b.
395. Brachos  4b."
94,26/10/2025,"GENERAL PRINCIPLES  OF HILCHOS SHABBOS, CONTINUED:  SHINUI;  MELACHAH SHEEINO  TZRICHAH L’GUFAH","We learned that an act is only prohibited by the Torah if it is similar to a melachah that was done in the Mishkan. If it does not meet certain criteria, it becomes a Rabbinic prohibition. We will now discuss the criteria that influence whether an act is a Torah prohibition or a Rabbinic one. Shinui or Kil’achar Yad — Doing an Activity in an Abnormal Way A Torah prohibition only occurs if the act is done normally. If one does the act in a strange manner, it changes to a Rabbinic prohibition. • If one cuts his nails with a nail clipper or scissors, he transgresses the Torah prohibition of gozez (shearing), because that is the normal way to cut nails. 396 However, if he bites them off or uses his hands to remove them, it is considered abnormal, and thus, a Rabbinic prohi- bition. 397 • If one is right-handed, and he writes two letters with his right hand, he transgresses the Torah prohibition of kosev (writing), because that is the normal way for him to write. However, if he uses his left hand to write, it is considered abnormal for him, and thus, a Rabbinic pro- hibition. 398 The abnormality has to take place during the actual process of the melachah , not before or after. • Putting a pot on the stove with one’s legs is abnormal, but the melachah that happens afterwards is unchanged, as the food in the pot will still cook (the Torah prohibition of bishul (cooking)). 399 Melachah SheEino Tzrichah L’Gufah — A Melachah That Is Done for a Different Purpose A Torah prohibition only occurs if one does the melachah for the same pur- pose that it was done in the Mishkan. If one does the act for a different purpose, it changes to a Rabbinic prohibition. • One who digs a hole in his house because he needs the hole, transgresses the Torah prohibition of boneh (building), because that was the purpose of digging for the Mishkan. However, one who digs because he needs the dirt (a different purpose from that of the melachah in the Mishkan) transgresses a Rabbinic prohibition. 400",27/07/2025 10:57,Rabbi Daniele Braude,"396. Shulchan Aruch ,  Orach Chaim  340:1.
397. Mishneh Berurah  340:2.
398. Rambam,  Hilchos Shabbos  11:14.
399. Shemiras Shabbos Kehilchasah  1.
400. Beitzah  8a."
95,27/10/2025,"GENERAL PRINCIPLES  OF HILCHOS SHABBOS, CONTINUED:  EINO MISKAVEN;  EINO MISKAYEM","We are discussing the criteria that influence whether an act is a Torah pro- hibition or a Rabbinic one. Eino Miskaven — Unintended Consequences A Torah prohibition only occurs if one intends that the melachah happen. However, one who does not intend to do the melachah , and has reason to believe that the melachah may not actually occur, may do the action (it is not even a Rabbinic prohibition). 401 • Plowing through sand in order to make a hole or a ditch is the Torah prohibition of choresh (plowing). However, dragging a table or chair because one needs it to be elsewhere (not for the purpose of creating furrows in the ground) is permitted, so long as there is a reasonable chance that a furrow will not occur. • Uprooting plants incurs the Torah prohibition of kotzer (harvesting). However, walking on grass simply because one needs to get somewhere (not in order to uproot it) is permitted if there is a reasonable chance that the grass will not be uprooted. 402 On the other hand, if it is very likely that the grass will be uprooted, such as when running or playing ball on the grass, it is prohibited. This is why playing sports on grass surfaces is usually Rabbinically forbidden on Shabbos. 403 Eino Miskayem — The Effect Does Not Last A Torah prohibition only occurs if one does a melachah that creates lasting results. That is, if a melachah can have long- or short-term consequences, the Torah prohibition is only transgressed if the action will last. If one does the same act, yet it will only produce a brief consequence, it becomes a Rabbinic prohibition. • Writing two letters on paper is the Torah prohibition of kosev (writing). However, when one writes on a steamed-up window or mirror, the let- ters will not last. Thus, the action becomes a Rabbinic prohibition. 404 • Tying a knot that stays closed is the Torah prohibition of kosher (tying). Tying a knot that will open easily is not a Torah prohibition, but it re- mains prohibited Rabbinically. 405 We will define what is considered lasting and what is not. If the act does not last for any time whatsoever, it is not considered a melachah at all, and is permitted outright. • Waving one’s fingers in the air to resemble letters and words does not create letters that have true existence, and is permitted. 406",27/07/2025 10:57,Rabbi Daniele Braude,"401. Shulchan Aruch ,  Orach Chaim  337:1.
402. Ibid.
403. Note that this is usually still only a Rabbinic prohibition because one does not intend to cut  the grass and does not care that it is now uprooted.
404. Shulchan Aruch ,  Orach Chaim  340:4;  Mishnah Berurah  340:18.
405. Shulchan Aruch ,  Orach Chaim  317:1. Note that there are situations where short-term knots  are permitted — see Days 173—178.
406. Rama ,  Orach Chaim  340:4."
96,28/10/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  KILKUL;  GRAMA;  SHNAYIM SHEASU","Kilkul — A Destructive Act A Torah prohibition only occurs if one does a creative or beneficial act. If one does a destructive or detrimental act, it becomes a Rabbinic prohibition. 407 • One who erases writing in order to write in that exact spot, transgresses the melachah of mochek (erasing). Similarly, one who erases writing because he does not want it to be read transgresses the melachah of mochek . 408 However, one who erases in order to destroy, such as by throwing the paper away into water, only transgresses the Rabbinic prohibition, because the act is destructive. 409 Grama — Causing a Melachah in an Indirect Way A Torah prohibition only occurs if the act that is done directly causes a melachah . However, if one does an action that will result in a melachah in the future — without actually directly doing the melachah — it is a Rabbinic pro- hibition. 410 • Throwing seeds into a mill where they will immediately get ground up is the melachah of tochen (grinding). But putting them into a place where they will eventually get ground up, but right now the mill is not on, is only a Rabbinic prohibition. 411 In certain cases (when a person may incur a loss, such as if something of value will get spoiled), a grama may be permitted. • If one’s cupboard caught fire, (assuming there is absolutely no risk to human life,) one is not permitted to extinguish it, because that is the melachah of mechabeh (extinguishing). 412 However, he is permitted to pour water on the other side of it so that the fire will not spread and may go out by itself, because he is merely causing an eventual melachah ( grama ), and Chazal were lenient when a loss might otherwise be in- curred. 413 Shnayim SheAsu — When More Than One Person Does the Melachah A Torah prohibition is only transgressed when it is performed by one per- son. If more than one person did it, it is not a Torah prohibition, but a Rabbinic one. Note that this applies only in a case where each person could have done the melachah by himself — but if the melachah required more than one person, both are guilty of a Torah prohibition. 414 • Lighting a fire is the melachah of maavir (lighting a fire). But if two peo- ple light a fire together, they have transgressed a Rabbinic prohibition because each one could have done it by himself. 415",27/07/2025 10:57,Rabbi Daniele Braude,"407. Biur Halachah  340:14, “ V’Lo .”
408. Ibid. 340:3, “ HaMochek .”
409. Ibid.
410. Note that some  Poskim  hold that causing a  melachah  indirectly while intending for the  melachah  to be done is prohibited, and that  grama  only applies when one has no intention that  the  melachah  result from his actions. See  Rabbeinu Chananel ,  Shabbos  121a, “ Amar .”
411. Shemiras Shabbos Kehilchasah  1:25.
412. Note that this is usually only a Rabbinic prohibition because the extinguishing is not done  with the same intention of the  melachah  done in the Mishkan.
413. Rama  334:22.
414. Rambam,  Hilchos Shabbos  1:15.
415. Shemiras Shabbos Kehilchasah , introduction, 1:22."
97,29/10/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  PSIK REISHA","Psik Reisha — An Action Through Which A MELACHAH WILL DEFINITELY RESULT There is one type of action that although performed without specific intent for the melachah that arises (see Day__), is still a Torah prohibition. In the era before manufactured toys, parents would cut off the head of a chicken for their children to play with. This provides the name of an important principle in Hilchos Shabbos — psik reisha (literally, cut head). Intentionally killing an animal constitutes the melachah of shochet , however, in this case the parents did not aim to kill the chicken; rather, they simply wanted the head as a toy for the children. On the other hand, it is obvious that cutting off the head of a chicken will result in the death of the chicken every single time. This, says the Gemara, is a Torah prohibition. 416 Thus, when it is obvious that a melachah will occur (and, as we will see, the person will be happy that the melachah occurred) — even though one’s intention is not for the melachah itself, it is still deemed a Torah prohibition. 417 • One who pours water over grass or seeds in order to cause them to grow transgresses the Torah prohibition of zore’a (planting). If one washes his hands over the grass in his own garden, it is still a Torah prohibition, because it is obvious that doing so will result in irrigation, even though that is not his intention. 418 LO NICHA LEI - THERE IS NO BENEFIT FROM THE INEVITABLE MELACHAH There are cases of psik reisha that will not result in a Torah prohibition. Rath- er, they will have the status of a Rabbinic prohibition. If the resulting melachah result is not beneficial for the person, it remains a Rabbinic prohibition. 419 • Washing one hands in his own garden is a psik reisha , as it will definitely result in the melachah of zore’a , a Torah prohibition, and even though his sole aim is to wash his hands, it retains its Torah status. However, if one washes his hands in a stranger’s garden, or any garden that he has no interest in benefiting, it is a Rabbinic prohibition. 420 Psik Reisha D’Rabbanan Until now, we have only dealt with a psik reisha that results in a Torah melachah . If the inevitable outcome will result in a Rabbinic prohibition, the principle remains applicable: because the act will result in an inevitable Rab- binic prohibition, it is still prohibited (Rabbinically), even though the person’s intention is not for that result. • Trapping animals that are usually trapped (such as fish) is the Torah prohibition of tzad (trapping). Trapping animals that are not usually trapped (such as bees) is a Rabbinic prohibition. 421 If one covers a beehive in order to protect the bees from the elements, this will ob- viously result in them being trapped. Even though his intention is to protect the bees and not specifically to trap them, because the trapping is inevitable, it is prohibited, even where the underlying prohibition is Rabbinic. 422",27/07/2025 10:57,Rabbi Daniele Braude,"416. Shabbos  103a.
417. Rambam,  Hilchos Shabbos  1:6.
418. Mishnah Berurah  336:27.
419. Ibid. 320:53. Note that there is a minority opinion that rules that it is completely permissible,  but the  Mishnah Berurah  rules that one must regard it as a Rabbinic prohibition.
420. Ibid. 336:27.
421. Shulchan Aruch ,  Orach Chaim  316:3.
422. Mishnah Berurah  316:18."
98,30/10/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  RABBINIC ENACTMENTS TO GUARD  THE TORAH PROHIBITIONS","Rabbinic Prohibitions Until now, we have dealt with Torah prohibitions that lack certain criteria, and thus, are downgraded to Rabbinic prohibitions. However, there are certain acts that Chazal themselves prohibited, based on the Torah’s requirement to rest. 423 In some cases, they were concerned that an act was similar to a melachah , and in other cases, that it might lead to Torah prohibitions. The Torah gives Chazal the power to enact prohibitions when it says, “And make for Me a fence around my mitzvos” 424 and “Do exactly as they ( Chazal ) say.” 425 As we have emphasized before, it is absolutely forbidden to break a Rabbinic prohibition. The commentators write that true fear of Hashem can be found with those who keep the fences that were enacted by Chazal . 426 Similar to a Melachah Chazal saw fit to prohibit certain acts that resemble Torah prohibitions. In those cases, when the Torah said that an act is forbidden, Chazal understood that similar things should also be forbidden. • Rendering an unusable vessel or object into a usable one is an ex- ample of the Torah prohibition of makkeh b’patish (making an item usable). 427 Similarly, Chazal prohibited immersing vessels in a mikvah (known as tevilas keilim ) on Shabbos. Even though toveling does not effect a visible change, it does render a vessel that was unusable into a usable one. 428 • There is an obligation to take terumos and maasros from produce that grew in Eretz Yisrael. Until one has done so, these fruits or vegetables may not be eaten. Chazal prohibited taking terumos or maasros on Shab- bos because doing so renders the produce usable, and is therefore similar to makkeh b’patish . 429 May Lead to a Torah Prohibition Chazal saw fit to prohibit certain acts that would likely lead to a Torah pro- hibition. • One who picks a fruit off the tree transgresses the melachah of kotzer (harvesting). Chazal saw fit to prohibit climbing a tree because it is likely that one will break a branch or pick a fruit (the Torah prohibition itself) while doing so. 430 • One who squeezes the juice from olives or grapes transgresses the melachah of dash (extracting). Chazal saw fit to prohibit squeezing other fruits that are sometimes squeezed for their juice because it is possible that doing so will lead to squeezing olives and grapes (the Torah prohibition itself). Furthermore, Chazal prohibited use of the juice that came out from olives and grapes by itself, even if one did not squeeze it out. This is because permitting use of the juice would possibly lead to one squeezing the olives and grapes themselves to obtain more juice. 431",27/07/2025 10:57,Rabbi Daniele Braude,"423. Shemos  23:12.
424. Vayikra  18:30;  Yevamos  21a.
425. Devarim  17:11.
426. Rabbeinu Yonah ,  Avos  1:1.
427. Mishnah Berurah  302:9.
428. Ibid. 323:30. Note that there is a dispute about this, but the  Shulchan Aruch  and  Mishnah  Berurah  rule strictly.
429. Rambam,  Hilchos Shabbos  23:8.
430. Shulchan Aruch ,  Orach Chaim  336:1.
431. Mishnah Berurah  320:1, 3."
99,31/10/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  MIMTZO CHEFTZECHA;   DABER DAVAR;  TIRCHAH","We have been discussing Rabbinic prohibitions. Certain acts are not melachos or even similar to them, nevertheless, Chazal prohibited them. This is based on the verse in Yeshayahu that lists several attri- butes of Shabbos, 432 from which Chazal expounded various prohibitions and mitzvos. We will discuss those actions that result in prohibitions here, and later in more detail (in Days___—414). Mimtzo Cheftzecha — Doing Weekday Activities It is Rabbinically forbidden for a person to delve into his weekday business activities on Shabbos. However, the verse says “ cheftzecha ,” meaning, “ your activities.” The implication is that delving into activities done for the sake of mitzvos is permitted. This is why there are certain leniencies for spiritual activities. 433 • Looking at a supplier’s business catalogue is not a melachah , and it is not similar to one. However, it is prohibited because one is delving into weekday business matters. 434 • In contrast, finding a rebbe to teach Torah to one’s children, even for payment, is permitted. This is because it is a spiritual activity. 435 (How- ever, one should not negotiate the exact amount on Shabbos.) 436 Daber Davar — Speaking about Weekday Matters Included in the same verse is the idea that one’s speech should be different on Shabbos from the rest of the week. Chazal learned that one may not speak about a melachah (or even a Rabbinically prohibited act___ ) that he plans to do after Shabbos. 438 Again, things relating to mitzvos are more lenient. • One is prohibited to say, “I’m going to build a house tomorrow.” Even though such speech is not a melachah , nor is it similar to a melachah , it is still prohibited because it involves speaking about doing a forbidden activity. • Discussing a future donation to tzedakah is permitted because it is a mitzvah. 439 Tirchah — Extra effort Chazal made certain that Shabbos would retain its identity as a day of rest. Thus, they saw fit to prohibit extraneous activity, unless it is extremely necessary. • Moving boxes out of a room is not a melachah , nor is it similar to one. However, it does not quite meet the idea of a “day of rest.” Therefore, depending on the quantities being moved, doing so may be prohibit- ed. 440 Again, for the sake of certain mitzvos, it is permitted, such as if one needs the space for visitors or to learn Torah. • Washing the dishes (with cold water) is not a melachah , nor is it similar to one. However, since Shabbos is a day of rest, Chazal ruled that one may only wash what is needed on Shabbos. 441 (Note that there are other issues regarding washing dishes that must be accounted for before doing so. These will be discussed in detail in Days___—170 and___.)",27/07/2025 10:57,Rabbi Daniele Braude,"432. Yeshayahu  58:13.
433. Mishnah Berurah  306:1.
434. Shemiras Shabbos Kehilchasah , introduction, 2:5.
435. Shulchan Aruch ,  Orach Chaim  306:6.
436. Shemiras Shabbos Kehilchasah  29:56.
437. Mishnah Berurah  307:1.
438. Shulchan Aruch ,  Orach Chaim  307:1.
439. Shemiras Shabbos Kehilchasah  29:57.
440. Mishnah Berurah  333:1.
441. Ibid. 323:28."
100,01/11/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  NON-JEWS;  MUKTZEH","Non-Jews Chazal were concerned that allowing a non-Jew to do melachah at the behest of a Jew would ultimately bring a Jew to do melachah . Therefore, Chazal forbade both asking non-Jews to do melachah , and benefiting from melachah that they did for the benefit of a Jew (even without the Jew asking). 442 • A Jew may not ask a non-Jew to light a candle for him, nor may he benefit from the light of a candle that a non-Jew lit for him (even if he did not ask for it). 443 Even though the Jew did not do a melachah or anything similar to one, Chazal were concerned that it would lead to the Jew doing a melachah . Muktzeh Chazal saw fit to prohibit moving items that are otherwise used for weekday activities, even though it is not a melachah or similar to one. Their intention was to ensure that the Torah’s commandment of “You shall rest” 444 would be adhered to. They were also concerned that moving items that are usually used for melachah would lead to using them. 445 • A computer is muktzeh . Chazal were worried that moving such an item would go against the idea of resting, and also that doing so could lead to people using it. The topics of Non-Jews and muktzeh will be dealt with later in detail (see Days___—346 and___—385, respectively).",27/07/2025 10:57,Rabbi Daniele Braude,"442. Rambam,  Hilchos Shabbos  6:1. Rashi gives two other reasons, being  daber davar  ( Shabbos 121a, “ Ein Omrim ”) and  shilchus  ( Shabbos  153a, “ Mai Teimeh ”).
443. Shulchan Aruch ,  Orach Chaim  276:1.
444. Shemos  23:12.
445. Rambam,  Hilchos Shabbos  24:12."
101,02/11/2025,"GENERAL PRINCIPLES OF  HILCHOS SHABBOS, CONTINUED:  MARIS AYIN;  UVDIN D’CHOL PROHIBITIONS OF  SHABBOS (MELACHOS)","Maris Ayin — Giving the Wrong Impression Chazal prohibited certain actions that would give the onlooker the impres- sion that a melachah is being performed. This is despite the fact that the action is completely permitted and not a melachah at all. Nevertheless, Chazal were concerned that the onlooker would assume that an outright violation of the Torah is being committed. 446 (It is important to know that something prohibited because of maris ayin is also prohibited even when no one is looking, such as in the privacy of one’s home.) • One who washes clothing on Shabbos transgresses the melachah of melaben (whitening). Hanging up wet laundry to dry is not included in the Torah prohibition. However, doing so (even in one’s home) is Rabbinically prohibited, because an onlooker would think that the en- tire process of washing clothing (including the melachah ) was done on Shabbos. 447 Uvdin D’Chol (Weekday Activities) Chazal also prohibited actions that are not actually melachos but are done in a way that is similar to the way things are done on a weekday. This was instituted in order to protect the day of Shabbos by making it markedly different from the rest of the week. • Measuring or using measuring instruments on Shabbos is not a melachah . Nevertheless, Chazal prohibited it because it is a weekday activity. How- ever, they permitted measuring for a mitzvah or for one’s health. 448 This concludes the basic introduction to the halachos of Shabbos. We will now discuss the melachos in depth.",27/07/2025 10:57,Rabbi Daniele Braude,"446. Rambam,  Hilchos Shabbos  22:20.
447. Shulchan Aruch ,  Orach Chaim  301:45.
448. Ibid. 306:7."
102,03/11/2025,INTRODUCTION (COOKING AND BAKING),"Introduction One of the most practical melachos encountered is that of bishul (cooking). 449 By definition, bishul is causing something to change its state in a significant way through the medium of heat. 450 Included in the prohibition are cooking___ and baking food___ even if the food was edible without being cooked or baked, and boiling a liquid, even if it was drinkable without being boiled. 453 • Cooking an apple is prohibited even though it was previously edible. • Boiling milk is prohibited even though it was previously drinkable. Melting something such as wax or even metal with heat is also included in the prohibition if it forms it into a different shape or causes it to get red-hot. 454 However, if heating something will not alter what may be done with it, it does not fall under the prohibition. • Pouring hot water onto a Kiddush cup in order to pry off some wax that had dripped on it from a Havdalah candle is prohibited. Howev- er, pouring hot water into a disposable plastic cup is permitted, even though it may soften it. 455 Using heat to dry something is also included in the prohibition. • It is forbidden to place a wet raincoat on or even near a heater. Creating another heat source — to the point where it can also cook other food or materials___ — is also included in the prohibition. • One may not place aluminum foil directly on top of the coils of a stove, as the foil will eventually get hot enough to cook food. Stopping a Potential Melachah Cooking is one of the few melachos that can take time. Only once something is actually Halachically cooked has one transgressed the Torah prohibition. 457 There- fore, if one mistakenly put a big pot of food that was not fully cooked on the stove to cook (which is prohibited), and realized before it actually finished cooking, he must remove it in order to avoid transgressing the Torah prohibition. 458",27/07/2025 10:57,Rabbi Daniele Braude,"449. Although we will refer to this  melachah  as  bishul , which is cooking using liquid (boiling),  the  melachah  also includes  afiyah , which is cooking via dry heart (baking).
450. The exact details of how this takes place will be discussed.
451. Cooking refers to heating a food in a liquid medium such as water or oil.
452. Baking refers to heating food in dry heat, such as in an oven.
453. Mishnah Berurah  318:1.
454. We will discuss melting butter a different time.
455. Rav Yosef Shalom Elyashiv in  Hilchos Shabbos B’Shabbos  1:8.
456. Rav Yosef Shalom Elyashiv in  Shvus Yitzchak ,  Shehiyah  4:5; Rav Moshe Feinstein in  Igros  Moshe ,  Orach Chaim  1:83.
457. The point at which something becomes Halachically cooked will be discussed.
458. Shabbos  4a."
103,04/11/2025,BISHUL: PROHIBITED HEAT SOURCES,"Torah Prohibition: Fire and Its Derivatives The Torah prohibition of cooking is transgressed by using fire and those things that derive their heat from fire, 459 because that is the normal way to cook. 460 However, any heat source that gets red-hot is also considered fire, such as an electric stovetop. • Cooking meat on a barbeque or gas stove falls under the Torah prohi- bition. • Cooking an egg in a pot of boiling-hot water that was just on the stove falls under the Torah prohibition. The Sun Cooking using the sun is permitted, as this kind of cooking is not normal, and is therefore not called cooking in a Halachic sense. 461 • Hanging an egg in the sun in the hope that it will cook is permitted. Rabbinic Prohibition: Derivatives of the Sun Additionally, Chazal prohibited cooking using anything that derives its heat from the sun, as it is very similar to something that derives its heat from fire. Even though cooking using the sun itself is permitted, they were con- cerned that onlookers may mistakenly think that heat derived from the sun actually came from fire. To avoid this, they prohibited cooking using heat that is derived from the sun. • Frying an egg on the hood of one’s car — that derived its heat from the sun — is Rabbinically prohibited. • Putting an uncooked meal into burning-hot sand so that it will cook is Rabbinically prohibited. 462 Microwave A microwave does not actually have a heat source. The microwave cooks by forcing the molecules within the food to move, creating heat. In theory, using a microwave should be permitted (barring the issue of using electricity). How- ever, we explained that anything that is the normal way to cook is included in the Torah prohibition. 463 Based on this, using a microwave to cook is forbidden from the Torah. 464",27/07/2025 10:57,Rabbi Daniele Braude,"459. Shulchan Aruch ,  Orach Chaim  318:3.
460. Rashi ,  Shabbos  39a.
461. Mishnah Berurah  318:21.
462. Ibid. 318:20.
463. Rav Moshe Feinstein in  Igros Moshe ,  Orach Chaim  3:52.
464. See RavShlomo Zalman Auerbach in  Shemiras Shabbos Kehilchasah  1:127, who argues about  Rashi’s intention and holds that essentially, there is no prohibition of  bishul . Accordingly, he rules  that use of a microwave is preferable for a sick person who is in danger, rather than using normal  fire, assuming that it is just as efficient in helping him."
104,05/11/2025,BISHUL: AT WHAT POINT  IS FOOD HALACHICALLY  CONSIDERED COOKED?,"Temperature at Which Cooking Can Happen The prohibition of cooking only applies when the heat is capable of caus- ing the food to become yad soledes bo , that is, the point at which one’s hand would reflexively pull away from a hot item it touches. 465 This is a Halachic term and not to be determined on one’s own. On a general basis, we assume that this is around___°F/43°C. 466 This is about the temperature of a hot bath for an adult, and probably slightly cooler than a cup of coffee or the water from a hot faucet. Cooking Liquids Liquids do not undergo a chemical change when heated. The point at which something has Halachically changed from cold to hot is yad soledes (109°F/43°C, as mentioned above). This is unlike solids, which we will discuss shortly. • When heating up cold soup, boiling it up to___°F/43°C incurs the Torah prohibition. Cooking Solids We explained that cooking means transforming something with heat. When it comes to solids, it takes longer for the food to get to the point of being edible, which is a significant enough change to incur the Torah prohibition. At what point does something become Halachically edible? The Gema- ra___ terms it “ maachal Ben Derusai ” — when it is barely edible, but edible enough that a criminal on the run would eat it. There is a dispute as to what point this is. The Rambam holds that something is edible enough for such a person when it is half cooked. 468 Rashi holds that it is already edible when it is one-third cooked. 469 On a general basis, we will follow the stricter opinion when there is a dispute over a Torah prohibition, such as in this case. 470 • If one boils a potato, he incurs the Torah prohibition when it is already one-third of the way to being cooked, like the stricter opinion. • We will learn that it is Rabbinically prohibited to leave an uncooked food on an uncovered stove before Shabbos. 471 Again, we follow the stricter opinion: when the correct permitted procedure is followed, one may still only put the food on the stove once it is half cooked. 472",27/07/2025 10:57,Rabbi Daniele Braude,"465. Rashi ,  Shabbos  40b.
466. Rav   Moshe Feinstein in  Igros Moshe ,  Orach Chaim  4:74,  teshuvah  3.
467. Shabbos  20a.
468. Rambam,  Hilchos Shabbos  9:5.
469. Rashi ,  Shabbos  20a.
470. Mishnah Berurah  253:38.
471. Rama ,  Orach Chaim  253:1.
472. Note, however, that the  Mishnah Berurah  253:38 states that in times of need, one can rely  on the one-third ruling."
